OBJECT_ID,VID,SEQUENCE_DTTM,LAT,LON,SPEED_OVER_GROUND,COURSE_OVER_GROUND
3430,100019,14:01:24,37.0005,-76.289667,151,2430
3431,100017,14:01:24,36.960435,-76.05901,141,1063
3432,100004,14:01:26,36.953725,-76.165004,25,890
3433,100007,14:01:27,36.906863,-76.08882,1,1708
3434,100006,14:01:29,36.906881,-76.089262,1,1938
3435,100008,14:01:30,36.906851,-76.089024,0,1203
3436,100019,14:01:30,37.000333,-76.290167,150,2410
3437,100019,14:01:31,37.000333,-76.290167,150,2410
3438,100015,14:01:32,36.95,-76.027167,6,2750
3439,100015,14:01:33,36.95,-76.027167,4,2695
3440,100013,14:01:33,36.971425,-75.985792,90,2638
3441,100017,14:01:34,36.96023,-76.05814,141,1064
3442,100015,14:01:36,36.95,-76.027167,11,2767
3443,100019,14:01:36,37.000166,-76.290667,150,2420
3444,100004,14:01:37,36.953725,-76.164852,25,902
3445,100007,14:01:37,36.906863,-76.08882,0,1782
3446,100008,14:01:39,36.906851,-76.089025,1,1950
3447,100015,14:01:39,36.95,-76.027334,8,2754
3448,100015,14:01:40,36.95,-76.027334,8,2754
3449,100016,14:01:40,36.906783,-76.0891,0,2616
3450,100005,14:01:41,36.906833,-76.088765,1,1756
3451,100015,14:01:42,36.95,-76.027334,9,2668
3452,100019,14:01:43,36.999833,-76.291167,150,2410
3453,100017,14:01:43,36.960065,-76.057437,141,1065
3454,100015,14:01:45,36.95,-76.027334,5,2674
3455,100004,14:01:45,36.953723,-76.164739,24,910
3456,100007,14:01:47,36.906865,-76.088819,0,1994
3457,100019,14:01:48,36.999666,-76.2915,151,2410
3458,100008,14:01:49,36.906853,-76.089025,0,1522
3459,100016,14:01:49,36.906783,-76.0891,0,2616
3460,100015,14:01:50,36.95,-76.027334,16,2540
3461,100005,14:01:51,36.906831,-76.088767,1,1613
3462,100006,14:01:51,36.906881,-76.089265,0,3599
3463,100015,14:01:52,36.95,-76.027334,19,2498
3464,100017,14:01:53,36.959896,-76.056735,140,1065
3465,100019,14:01:54,36.9995,-76.292,151,2410
3466,100015,14:01:55,36.95,-76.027334,14,2509
3467,100004,14:01:56,36.953715,-76.164562,24,898
3468,100007,14:01:57,36.906863,-76.08882,1,1965
3469,100015,14:01:59,36.95,-76.027334,11,2470
3470,100006,14:01:59,36.906881,-76.089267,0,1815
3471,100008,14:02:00,36.906851,-76.089025,0,1775
3472,100016,14:02:00,36.906783,-76.0891,0,2616
3473,100019,14:02:01,36.999276,-76.292545,151,2420
3474,100005,14:02:01,36.906831,-76.08877,1,1713
3475,100015,14:02:03,36.95,-76.0275,11,2486
3476,100013,14:02:03,36.971235,-75.987345,91,2606
3477,100017,14:02:04,36.959691,-76.055879,140,1065
3478,100015,14:02:06,36.95,-76.0275,14,2593
3479,100019,14:02:06,36.999166,-76.293,152,2410
3480,100004,14:02:07,36.953701,-76.164382,25,904
3481,100007,14:02:07,36.906863,-76.088824,1,1716
3482,100007,14:02:08,36.906863,-76.088824,1,1716
3483,100008,14:02:09,36.90685,-76.089025,0,2069
3484,100015,14:02:09,36.95,-76.0275,11,2566
3485,100016,14:02:10,36.906783,-76.0891,0,2677
3486,100005,14:02:10,36.906828,-76.088769,1,2343
3487,100006,14:02:10,36.90688,-76.089267,0,1029
3488,100015,14:02:12,36.95,-76.0275,12,2575
3489,100019,14:02:13,36.998833,-76.293334,152,2410
3490,100017,14:02:14,36.959501,-76.055109,139,1063
3491,100015,14:02:15,36.95,-76.0275,10,2585
3492,100017,14:02:15,36.959501,-76.055109,139,1063
3493,100004,14:02:17,36.953696,-76.164224,25,898
3494,100007,14:02:17,36.906861,-76.088827,0,1951
3495,100019,14:02:18,36.998666,-76.293834,152,2410
3496,100008,14:02:19,36.906846,-76.089025,1,1704
3497,100015,14:02:19,36.95,-76.0275,10,2569
3498,100016,14:02:19,36.906783,-76.0891,0,2677
3499,100006,14:02:19,36.90688,-76.089265,1,1800
3500,100015,14:02:21,36.95,-76.0275,10,2642
3501,100005,14:02:21,36.906828,-76.088762,0,1974
3502,100017,14:02:23,36.959335,-76.054412,139,1063
3503,100019,14:02:24,36.9985,-76.294334,151,2410
3504,100017,14:02:24,36.959335,-76.054412,139,1063
3505,100015,14:02:25,36.95,-76.0275,8,2639
3506,100004,14:02:26,36.953693,-76.164087,25,896
3507,100007,14:02:27,36.906861,-76.088829,1,1604
3508,100015,14:02:28,36.95,-76.0275,10,2628
3509,100016,14:02:29,36.906783,-76.0891,0,2677
3510,100006,14:02:29,36.90688,-76.089264,1,2011
3511,100008,14:02:30,36.906846,-76.089027,0,1381
3512,100019,14:02:30,36.998333,-76.294834,154,2400
3513,100005,14:02:30,36.906828,-76.088759,1,2144
3514,100015,14:02:32,36.95,-76.0275,7,2632
3515,100017,14:02:34,36.95913,-76.053559,139,1065
3516,100019,14:02:36,36.998,-76.295167,151,2400
3517,100004,14:02:37,36.953691,-76.163925,25,921
3518,100007,14:02:37,36.906861,-76.088832,1,2492
3519,100008,14:02:39,36.906846,-76.089029,0,1494
3520,100016,14:02:40,36.906783,-76.0891,0,2677
3521,100005,14:02:41,36.906828,-76.088754,1,2078
3522,100015,14:02:42,36.95,-76.027667,8,2683
3523,100019,14:02:43,36.997833,-76.295667,149,2400
3524,100017,14:02:44,36.958948,-76.052785,138,1064
3525,100004,14:02:45,36.953703,-76.16381,25,904
3526,100007,14:02:47,36.906863,-76.088834,1,2118
3527,100019,14:02:48,36.997666,-76.296167,151,2400
3528,100008,14:02:49,36.906845,-76.089029,0,1632
3529,100016,14:02:49,36.906783,-76.0891,0,2677
3530,100019,14:02:49,36.997666,-76.296167,151,2400
3531,100005,14:02:51,36.906828,-76.088749,1,1755
3532,100006,14:02:51,36.906881,-76.08926,0,1274
3533,100015,14:02:52,36.95,-76.027667,8,2712
3534,100010,14:02:52,36.924753,-76.190834,0,2704
3535,100012,14:02:52,37.038753,-76.067,11,3430
3536,100017,14:02:53,36.958785,-76.052097,138,1067
3537,100019,14:02:54,36.9975,-76.2965,150,2410
3538,100019,14:02:55,36.9975,-76.2965,150,2410
3539,100004,14:02:56,36.953715,-76.16365,25,899
3540,100007,14:02:57,36.906863,-76.088837,0,1901
3541,100007,14:02:58,36.906863,-76.088837,0,1901
3542,100008,14:03:00,36.906843,-76.089027,0,1824
3543,100016,14:03:00,36.906783,-76.0891,0,2677
3544,100006,14:03:00,36.906881,-76.089259,0,1162
3545,100019,14:03:01,36.997213,-76.297094,150,2400
3546,100005,14:03:01,36.906828,-76.088745,1,2636
3547,100015,14:03:02,36.95,-76.027667,9,2765
3548,100013,14:03:03,36.970841,-75.990475,92,2616
3549,100017,14:03:04,36.958586,-76.051245,138,1067
3550,100019,14:03:06,36.997,-76.2975,149,2400
3551,100004,14:03:07,36.953713,-76.163487,25,906
3552,100007,14:03:07,36.906863,-76.08884,1,2230
3553,100008,14:03:09,36.906843,-76.089025,1,1629
3554,100016,14:03:09,36.906783,-76.089134,0,2738
3555,100016,14:03:10,36.906783,-76.089134,0,2738
3556,100005,14:03:10,36.906828,-76.088744,0,2573
3557,100006,14:03:11,36.906881,-76.089257,1,1881
3558,100015,14:03:12,36.95,-76.027834,8,2787
3559,100020,14:03:12,36.9091,-76.327084,0,1410
3560,100019,14:03:13,36.996833,-76.297834,147,2410
3561,100020,14:03:13,36.9091,-76.327084,0,1410
3562,100017,14:03:14,36.958401,-76.050485,137,1067
3563,100004,14:03:17,36.95371,-76.163339,24,909
3564,100007,14:03:17,36.906866,-76.088842,0,1912
3565,100011,14:03:18,37.000266,-75.98009,118,2666
3566,100019,14:03:18,36.996666,-76.298334,148,2420
3567,100016,14:03:19,36.906783,-76.089134,0,2738
3568,100006,14:03:19,36.906881,-76.089255,0,2069
3569,100008,14:03:20,36.906841,-76.089022,0,1556
3570,100005,14:03:21,36.906825,-76.08874,1,1858
3571,100015,14:03:22,36.95,-76.027834,6,2793
3572,100017,14:03:24,36.958236,-76.0498,137,1067
3573,100019,14:03:25,36.9965,-76.298834,147,2410
3574,100004,14:03:26,36.95371,-76.163207,25,903
3575,100007,14:03:27,36.906866,-76.088842,1,1618
3576,100011,14:03:28,37.000236,-75.980852,120,2688
3577,100016,14:03:28,36.906783,-76.089134,0,2738
3578,100006,14:03:29,36.906883,-76.089255,1,2071
3579,100008,14:03:30,36.90684,-76.08902,1,1929
3580,100005,14:03:30,36.906826,-76.088739,0,2002
3581,100019,14:03:31,36.996215,-76.299317,146,2420
3582,100015,14:03:33,36.95,-76.027834,7,2763
3583,100013,14:03:33,36.97065,-75.992044,93,2614
3584,100017,14:03:34,36.95803,-76.04898,137,1068
3585,100017,14:03:35,36.95803,-76.04898,137,1068
3586,100011,14:03:36,37.000213,-75.981392,119,2674
3587,100019,14:03:36,36.996,-76.299667,144,2400
3588,100011,14:03:37,37.000213,-75.981392,119,2674
3589,100004,14:03:37,36.95371,-76.163055,25,902
3590,100007,14:03:37,36.906868,-76.088844,1,195
3591,100008,14:03:39,36.906838,-76.089019,0,1801
3592,100016,14:03:40,36.906783,-76.089134,0,2738
3593,100005,14:03:41,36.906828,-76.088737,1,2161
3594,100015,14:03:42,36.95,-76.027834,3,2763
3595,100019,14:03:42,36.995833,-76.300167,143,2410
3596,100019,14:03:43,36.995833,-76.300167,143,2410
3597,100017,14:03:44,36.957841,-76.048232,136,1067
3598,100004,14:03:45,36.953705,-76.162944,25,911
3599,100011,14:03:47,37.000176,-75.982155,119,2701
3600,100007,14:03:47,36.906866,-76.088842,0,1843
3601,100016,14:03:48,36.906783,-76.089134,0,2738
3602,100019,14:03:48,36.995666,-76.3005,143,2400
3603,100008,14:03:49,36.906836,-76.089015,0,1524
3604,100018,14:03:49,36.944166,-76.048,0,11
3605,100006,14:03:50,36.906881,-76.089257,1,2016
3606,100005,14:03:51,36.90683,-76.088735,1,1895
3607,100015,14:03:52,36.95,-76.027834,4,2721
3608,100017,14:03:53,36.957676,-76.047555,136,1067
3609,100019,14:03:54,36.9955,-76.301,145,2400
3610,100004,14:03:56,36.953701,-76.162789,25,910
3611,100014,14:03:56,36.906833,-76.0885,0,2697
3612,100015,14:03:57,36.95,-76.027834,12,2636
3613,100011,14:03:58,37.00017,-75.98292,119,2710
3614,100007,14:03:58,36.906866,-76.088842,1,1642
3615,100015,14:03:59,36.95,-76.028,21,2520
3616,100008,14:04:00,36.906836,-76.089014,1,1442
3617,100016,14:04:00,36.906783,-76.089134,0,2738
3618,100019,14:04:01,36.995226,-76.30149,144,2410
3619,100005,14:04:01,36.90683,-76.088732,1,2015
3620,100015,14:04:02,36.95,-76.028,30,2574
3621,100017,14:04:04,36.95748,-76.04673,135,1067
3622,100015,14:04:05,36.95,-76.028,33,2673
3623,100019,14:04:06,36.995,-76.301834,142,2400
3624,100004,14:04:07,36.953705,-76.162619,25,911
3625,100007,14:04:07,36.906866,-76.088844,1,1537
3626,100011,14:04:08,37.000161,-75.983609,119,2672
3627,100015,14:04:08,36.95,-76.028167,38,2798
3628,100008,14:04:09,36.906838,-76.089015,1,1786
3629,100016,14:04:09,36.906783,-76.089134,0,2738
3630,100005,14:04:10,36.90683,-76.088729,1,2052
3631,100006,14:04:11,36.90688,-76.08926,0,2064
3632,100015,14:04:12,36.95,-76.028167,55,2836
3633,100019,14:04:13,36.994833,-76.302334,143,2410
3634,100017,14:04:14,36.957281,-76.045909,135,1067
3635,100015,14:04:15,36.95,-76.028334,49,2851
3636,100017,14:04:15,36.957281,-76.045909,135,1067
3637,100004,14:04:17,36.9537,-76.16247,25,897
3638,100007,14:04:17,36.906866,-76.088844,1,1186
3639,100011,14:04:18,37.000136,-75.984229,121,2679
3640,100019,14:04:18,36.994666,-76.302667,140,2410
3641,100015,14:04:19,36.95,-76.028334,42,2831
3642,100016,14:04:19,36.906783,-76.089084,0,2811
3643,100006,14:04:19,36.90688,-76.089262,1,1842
3644,100008,14:04:20,36.906838,-76.089015,0,1318
3645,100005,14:04:21,36.906828,-76.088727,1,2151
3646,100015,14:04:22,36.95,-76.0285,40,2910
3647,100017,14:04:23,36.957118,-76.045237,134,1068
3648,100015,14:04:24,36.95,-76.0285,38,2833
3649,100019,14:04:24,36.9945,-76.303167,142,2410
3650,100017,14:04:24,36.957118,-76.045237,134,1068
3651,100004,14:04:26,36.953703,-76.162354,25,880
3652,100011,14:04:28,37.000146,-75.984995,119,2715
3653,100016,14:04:28,36.906783,-76.089084,0,2811
3654,100007,14:04:28,36.906865,-76.088844,1,1394
3655,100008,14:04:29,36.906838,-76.089015,0,1566
3656,100015,14:04:29,36.95,-76.0285,32,2924
3657,100005,14:04:30,36.906826,-76.088724,1,1571
3658,100019,14:04:31,36.994261,-76.303624,142,2410
3659,100015,14:04:33,36.95,-76.028667,30,2912
3660,100013,14:04:34,36.9703,-75.99516,91,2606
3661,100017,14:04:34,36.956938,-76.04449,134,1066
3662,100015,14:04:35,36.950166,-76.028667,25,2933
3663,100017,14:04:35,36.956938,-76.04449,134,1066
3664,100019,14:04:36,36.994166,-76.304,139,2410
3665,100011,14:04:37,37.000153,-75.98554,119,2692
3666,100004,14:04:37,36.95371,-76.162199,25,878
3667,100007,14:04:38,36.906865,-76.088844,0,1633
3668,100008,14:04:39,36.906836,-76.089015,0,1763
3669,100015,14:04:39,36.950166,-76.028667,23,2933
3670,100016,14:04:40,36.906783,-76.089084,0,2811
3671,100005,14:04:41,36.906826,-76.088722,1,2181
3672,100015,14:04:42,36.950166,-76.028834,24,2955
3673,100019,14:04:43,36.994,-76.304334,139,2410
3674,100017,14:04:44,36.956761,-76.043745,134,1068
3675,100015,14:04:45,36.950166,-76.028834,22,2948
3676,100004,14:04:45,36.953716,-76.162085,25,881
3677,100007,14:04:47,36.906863,-76.088844,1,1822
3678,100011,14:04:48,37.000135,-75.986302,119,2702
3679,100015,14:04:48,36.950166,-76.028834,22,2958
3680,100019,14:04:48,36.993666,-76.304834,138,2410
3681,100008,14:04:49,36.906836,-76.089015,1,1597
3682,100016,14:04:49,36.906783,-76.089084,0,2811
3683,100006,14:04:50,36.906881,-76.089262,1,1976
3684,100005,14:04:51,36.906826,-76.08872,1,1922
3685,100015,14:04:52,36.950166,-76.028834,21,3035
3686,100017,14:04:53,36.956596,-76.043082,133,1070
3687,100019,14:04:54,36.9935,-76.305167,138,2410
3688,100015,14:04:55,36.950166,-76.029,21,3079
3689,100004,14:04:56,36.953728,-76.161925,25,877
3690,100007,14:04:57,36.906865,-76.088844,1,878
3691,100011,14:04:58,37.000131,-75.987072,120,2690
3692,100016,14:05:00,36.906783,-76.089084,0,2811
3693,100006,14:05:00,36.906881,-76.089264,0,1804
3694,100019,14:05:01,36.993325,-76.305739,139,2400
3695,100005,14:05:01,36.906826,-76.088717,1,1593
3696,100015,14:05:02,36.950166,-76.029,21,3122
3697,100013,14:05:03,36.970136,-75.996705,90,2648
3698,100017,14:05:04,36.956406,-76.042274,133,1068
3699,100015,14:05:06,36.950333,-76.029,17,3251
3700,100019,14:05:06,36.993166,-76.306167,138,2410
3701,100004,14:05:07,36.953725,-76.161762,25,882
3702,100007,14:05:07,36.906865,-76.088845,1,1591
3703,100011,14:05:08,37.000126,-75.987777,121,2696
3704,100007,14:05:08,36.906865,-76.088845,1,1591
3705,100015,14:05:09,36.950333,-76.029,15,3271
3706,100016,14:05:09,36.906783,-76.089084,0,2811
3707,100008,14:05:10,36.906836,-76.089017,0,1834
3708,100015,14:05:10,36.950333,-76.029,15,3271
3709,100016,14:05:10,36.906783,-76.089084,0,2811
3710,100005,14:05:10,36.906825,-76.088715,1,2151
3711,100006,14:05:10,36.906883,-76.089264,1,1969
3712,100015,14:05:13,36.950333,-76.029,15,3304
3713,100019,14:05:13,36.993,-76.3065,138,2410
3714,100017,14:05:14,36.956235,-76.041544,132,1065
3715,100015,14:05:15,36.950333,-76.029,12,3346
3716,100017,14:05:15,36.956235,-76.041544,132,1065
3717,100004,14:05:17,36.95372,-76.16161,26,891
3718,100007,14:05:17,36.906865,-76.088844,0,1806
3719,100011,14:05:18,37.000118,-75.98839,119,2684
3720,100019,14:05:18,36.992833,-76.307,137,2420
3721,100008,14:05:19,36.906835,-76.089017,1,1669
3722,100016,14:05:19,36.9068,-76.089067,0,2955
3723,100006,14:05:19,36.906883,-76.089265,1,1957
3724,100005,14:05:20,36.906825,-76.088714,1,1523
3725,100015,14:05:22,36.950333,-76.029,6,3400
3726,100019,14:05:24,36.992666,-76.307334,137,2410
3727,100017,14:05:24,36.956058,-76.040809,132,1065
3728,100015,14:05:25,36.950333,-76.029,6,3391
3729,100015,14:05:26,36.950333,-76.029,6,3391
3730,100004,14:05:27,36.95372,-76.16147,26,905
3731,100011,14:05:28,37.000103,-75.989149,120,2679
3732,100015,14:05:28,36.950333,-76.029,8,3390
3733,100016,14:05:28,36.9068,-76.089067,0,2955
3734,100007,14:05:28,36.906868,-76.088844,1,1753
3735,100008,14:05:29,36.906835,-76.089019,1,1839
3736,100016,14:05:29,36.9068,-76.089067,0,2955
3737,100006,14:05:29,36.906883,-76.089267,1,2152
3738,100005,14:05:30,36.906821,-76.088714,1,2159
3739,100019,14:05:31,36.992401,-76.307837,138,2410
3740,100015,14:05:33,36.950333,-76.029,7,3405
3741,100013,14:05:33,36.97,-75.998242,89,2641
3742,100017,14:05:34,36.955878,-76.040082,132,1068
3743,100017,14:05:35,36.955878,-76.040082,132,1068
3744,100015,14:05:36,36.950333,-76.029,8,3410
3745,100019,14:05:36,36.992333,-76.308167,136,2410
3746,100004,14:05:36,36.953721,-76.161325,26,904
3747,100011,14:05:37,37.000075,-75.989722,123,2654
3748,100007,14:05:38,36.906871,-76.088845,1,1323
3749,100008,14:05:39,36.906835,-76.08902,1,1792
3750,100015,14:05:39,36.950333,-76.029,6,3419
3751,100016,14:05:39,36.9068,-76.089067,0,2955
3752,100019,14:05:41,36.992166,-76.3085,135,2410
3753,100005,14:05:41,36.906821,-76.088715,0,1861
3754,100015,14:05:42,36.9505,-76.029,7,3405
3755,100019,14:05:42,36.992,-76.308667,135,2400
3756,100019,14:05:43,36.992,-76.308667,135,2400
3757,100019,14:05:44,36.992,-76.308667,133,2400
3758,100017,14:05:44,36.955716,-76.039434,131,1072
3759,100015,14:05:46,36.9505,-76.029,4,3448
3760,100004,14:05:46,36.953733,-76.161185,26,922
3761,100019,14:05:47,36.992,-76.308834,135,2400
3762,100011,14:05:48,37.000045,-75.990479,118,2661
3763,100007,14:05:48,36.906873,-76.088845,0,1954
3764,100008,14:05:49,36.906835,-76.089022,1,1698
3765,100015,14:05:49,36.9505,-76.029,5,3421
3766,100016,14:05:49,36.9068,-76.089067,0,2955
3767,100019,14:05:49,36.991833,-76.309,134,2390
3768,100006,14:05:50,36.906886,-76.089267,0,2960
3769,100019,14:05:51,36.991833,-76.309167,132,2390
3770,100010,14:05:51,36.924756,-76.19084,0,2872
3771,100015,14:05:52,36.9505,-76.029,8,3411
3772,100019,14:05:52,36.991833,-76.309334,135,2390
3773,100010,14:05:52,36.924756,-76.19084,0,2872
3774,100019,14:05:53,36.991833,-76.309334,135,2390
3775,100017,14:05:53,36.955541,-76.038714,131,1068
3776,100019,14:05:54,36.991666,-76.309334,133,2380
3777,100015,14:05:55,36.9505,-76.029,7,3440
3778,100004,14:05:56,36.953701,-76.16098,26,918
3779,100019,14:05:57,36.991666,-76.3095,134,2380
3780,100011,14:05:58,37.000015,-75.99123,121,2686
3781,100019,14:05:58,36.9915,-76.309667,134,2390
3782,100007,14:05:58,36.906873,-76.088845,1,1652
3783,100008,14:05:59,36.906836,-76.089024,1,1789
3784,100015,14:05:59,36.9505,-76.029167,9,3470
3785,100006,14:05:59,36.906886,-76.089265,1,2251
3786,100016,14:06:00,36.9068,-76.089067,0,2955
3787,100005,14:06:00,36.906818,-76.088715,1,1435
3788,100019,14:06:01,36.991468,-76.309845,131,2370
3789,100015,14:06:02,36.9505,-76.029167,7,3460
3790,100019,14:06:02,36.9915,-76.309834,135,2370
3791,100019,14:06:03,36.9915,-76.309834,135,2370
3792,100013,14:06:03,36.969861,-75.999765,88,2647
3793,100019,14:06:04,36.991333,-76.31,132,2370
3794,100017,14:06:04,36.955335,-76.03785,130,1064
3795,100015,14:06:05,36.9505,-76.029,3,3526
3796,100019,14:06:05,36.991333,-76.31,132,2370
3797,100019,14:06:06,36.991333,-76.310167,132,2370
3798,100004,14:06:07,36.95368,-76.1608,27,938
3799,100007,14:06:07,36.906876,-76.088845,0,1519
3800,100011,14:06:08,36.999993,-75.991925,121,2693
3801,100019,14:06:08,36.991166,-76.310334,132,2370
3802,100016,14:06:09,36.9068,-76.089067,0,2955
3803,100019,14:06:09,36.991166,-76.310334,132,2370
3804,100008,14:06:10,36.906835,-76.089025,1,1951
3805,100015,14:06:10,36.9505,-76.029167,8,3469
3806,100019,14:06:10,36.991166,-76.3105,132,2350
3807,100005,14:06:10,36.906816,-76.088715,1,1427
3808,100006,14:06:10,36.906888,-76.089262,1,2016
3809,100019,14:06:11,36.991166,-76.3105,132,2350
3810,100020,14:06:12,36.909083,-76.327034,0,1270
3811,100015,14:06:13,36.9505,-76.029167,3,3530
3812,100019,14:06:13,36.991166,-76.3105,130,2350
3813,100017,14:06:13,36.955178,-76.037202,129,1064
3814,100015,14:06:15,36.9505,-76.029167,3,3557
3815,100019,14:06:15,36.991,-76.310667,131,2350
3816,100004,14:06:16,36.953663,-76.160665,26,913
3817,100019,14:06:17,36.991,-76.310834,130,2350
3818,100007,14:06:17,36.906876,-76.088845,1,1820
3819,100011,14:06:18,36.999983,-75.99261,118,2688
3820,100019,14:06:18,36.990833,-76.311,131,2340
3821,100015,14:06:19,36.9505,-76.029167,6,3538
3822,100016,14:06:19,36.906766,-76.089134,0,3004
3823,100008,14:06:20,36.906835,-76.089025,0,1098
3824,100005,14:06:20,36.906815,-76.088714,1,1681
3825,100006,14:06:20,36.906888,-76.089262,1,1963
3826,100012,14:06:20,37.040091,-76.067305,79,3511
3827,100019,14:06:21,36.990833,-76.311,130,2340
3828,100015,14:06:22,36.9505,-76.029167,4,3503
3829,100019,14:06:22,36.990833,-76.311167,128,2340
3830,100019,14:06:24,36.990666,-76.311334,131,2330
3831,100017,14:06:24,36.955003,-76.036497,128,1071
3832,100011,14:06:26,36.999951,-75.993155,120,2663
3833,100015,14:06:26,36.9505,-76.029167,6,3440
3834,100019,14:06:26,36.990666,-76.311334,130,2320
3835,100019,14:06:27,36.990666,-76.311334,130,2320
3836,100004,14:06:27,36.953656,-76.160515,26,908
3837,100016,14:06:28,36.906766,-76.089134,0,3004
3838,100019,14:06:28,36.9905,-76.3115,130,2330
3839,100007,14:06:28,36.906875,-76.088847,1,1697
3840,100016,14:06:29,36.906766,-76.089134,0,3004
3841,100019,14:06:29,36.9905,-76.3115,130,2330
3842,100006,14:06:29,36.90689,-76.089259,1,1984
3843,100008,14:06:30,36.906833,-76.089027,0,1546
3844,100015,14:06:30,36.9505,-76.029167,3,3459
3845,100005,14:06:30,36.906818,-76.088712,2,3337
3846,100019,14:06:31,36.990416,-76.311695,129,2320
3847,100019,14:06:32,36.990333,-76.311834,127,2310
3848,100015,14:06:33,36.9505,-76.029167,9,3408
3849,100019,14:06:33,36.990333,-76.311834,127,2310
3850,100013,14:06:33,36.969725,-76.001274,84,2633
3851,100017,14:06:34,36.954813,-76.035727,126,1071
3852,100019,14:06:36,36.990166,-76.312,127,2300
3853,100004,14:06:36,36.953673,-76.160387,26,912
3854,100011,14:06:37,36.999898,-75.993839,119,2680
3855,100007,14:06:38,36.906873,-76.088847,1,2276
3856,100008,14:06:39,36.906833,-76.089027,0,1385
3857,100016,14:06:39,36.906766,-76.089134,0,3004
3858,100006,14:06:40,36.90689,-76.089257,1,1962
3859,100005,14:06:41,36.906836,-76.088712,1,1716
3860,100015,14:06:42,36.9505,-76.029167,5,3361
3861,100019,14:06:43,36.99,-76.312334,129,2280
3862,100017,14:06:44,36.954658,-76.035102,126,1073
3863,100004,14:06:46,36.953688,-76.160272,26,910
3864,100011,14:06:47,36.999848,-75.994594,120,2648
3865,100011,14:06:48,36.999848,-75.994594,120,2648
3866,100007,14:06:48,36.906871,-76.088847,1,2168
3867,100008,14:06:49,36.906835,-76.089029,1,1676
3868,100016,14:06:49,36.906766,-76.089134,0,3004
3869,100019,14:06:49,36.989833,-76.312667,128,2270
3870,100018,14:06:49,36.944166,-76.048,0,3474
3871,100006,14:06:50,36.90689,-76.089255,1,1046
3872,100012,14:06:50,37.041361,-76.067999,97,3433
3873,100005,14:06:51,36.906846,-76.088714,1,1835
3874,100015,14:06:52,36.9505,-76.029167,5,3471
3875,100014,14:06:52,36.906666,-76.0885,0,2697
3876,100017,14:06:53,36.954506,-76.034475,125,1068
3877,100015,14:06:54,36.9505,-76.029167,10,82
3878,100019,14:06:54,36.9895,-76.313,127,2260
3879,100011,14:06:56,36.99981,-75.995205,119,2690
3880,100004,14:06:56,36.953691,-76.160122,26,892
3881,100007,14:06:57,36.906871,-76.088849,1,1858
3882,100007,14:06:58,36.906871,-76.088849,1,1858
3883,100008,14:06:59,36.906836,-76.08903,1,1674
3884,100015,14:07:00,36.9505,-76.029167,11,192
3885,100016,14:07:00,36.906766,-76.089134,0,3004
3886,100005,14:07:00,36.906853,-76.088715,1,1840
3887,100006,14:07:00,36.90689,-76.089254,1,2104
3888,100019,14:07:01,36.989241,-76.313347,126,2280
3889,100015,14:07:02,36.9505,-76.029167,10,272
3890,100013,14:07:03,36.969588,-76.002779,88,2644
3891,100017,14:07:04,36.954313,-76.03365,124,1065
3892,100015,14:07:05,36.9505,-76.029,7,344
3893,100017,14:07:05,36.954313,-76.03365,124,1065
3894,100019,14:07:06,36.989,-76.313667,127,2280
3895,100011,14:07:07,36.999798,-75.995894,120,2698
3896,100019,14:07:07,36.989,-76.313667,127,2280
3897,100004,14:07:07,36.953681,-76.159947,26,895
3898,100007,14:07:07,36.90687,-76.088849,1,2423
3899,100015,14:07:09,36.950666,-76.029,10,301
3900,100016,14:07:09,36.906766,-76.089134,0,3004
3901,100008,14:07:10,36.906838,-76.089032,0,1686
3902,100005,14:07:10,36.906858,-76.088717,1,2030
3903,100006,14:07:10,36.906891,-76.089254,0,1734
3904,100015,14:07:13,36.950666,-76.029,5,335
3905,100019,14:07:13,36.988833,-76.314,127,2270
3906,100017,14:07:13,36.954181,-76.033114,122,1070
3907,100015,14:07:16,36.950666,-76.029,9,318
3908,100004,14:07:16,36.953676,-76.159825,26,907
3909,100007,14:07:17,36.90687,-76.088849,0,2028
3910,100011,14:07:18,36.999811,-75.99673,120,2697
3911,100019,14:07:18,36.9885,-76.314334,125,2270
3912,100007,14:07:18,36.90687,-76.088849,0,2028
3913,100016,14:07:19,36.906783,-76.0891,0,3140
3914,100006,14:07:19,36.906891,-76.089254,1,1996
3915,100008,14:07:20,36.906838,-76.089032,1,1613
3916,100005,14:07:20,36.906861,-76.088722,1,1858
3917,100015,14:07:22,36.950666,-76.029,4,342
3918,100019,14:07:24,36.988333,-76.314667,128,2280
3919,100017,14:07:24,36.953995,-76.032389,120,1080
3920,100011,14:07:26,36.999811,-75.997287,120,2702
3921,100015,14:07:26,36.950666,-76.029,3,367
3922,100004,14:07:27,36.95369,-76.159667,26,901
3923,100007,14:07:27,36.90687,-76.088847,1,2125
3924,100008,14:07:29,36.90684,-76.089032,1,1589
3925,100015,14:07:29,36.950666,-76.029,4,384
3926,100016,14:07:29,36.906783,-76.0891,0,3140
3927,100006,14:07:29,36.906891,-76.089255,0,1890
3928,100019,14:07:30,36.988166,-76.314834,126,2270
3929,100015,14:07:31,36.950666,-76.029,8,286
3930,100017,14:07:34,36.953816,-76.031744,119,1090
3931,100015,14:07:36,36.950666,-76.029,9,488
3932,100019,14:07:36,36.987833,-76.315167,124,2260
